Código CNH,Nombre,Comunidad Autónoma,Provincia,Municipio,Dirección,Código Postal,Teléfono,Telefax,Número de camas instaladas,Dependencia Patrimonial,Dependencia Funcional,Finalidad Asistencial,Observaciones,Concierto,Acreditación Docente
110218,HOSPITAL VIRGEN DE LAS MONTAÑAS,ANDALUCÍA,CÁDIZ,Villamartín,Av. Ambulatorio s/n,11650,956041000,956041075,108,PRIVADO NO BENÉFICO,PRIVADO NO BENÉFICO,GENERAL,,SI,NO
060140,Hospital Quirónsalud Santa Justa,EXTREMADURA,BADAJOZ,Villanueva de la Serena,"Concepción, 24",06700,924840746,924845690,29,MUNICIPIO,PRIVADO NO BENÉFICO,QUIRURGICO,,SI,NO
240205,CLÍNICA ALTOLLANO,CASTILLA Y LEÓN,LEÓN,Villaquilambre,"La Fuentina, s/n. LLanos de Nava. Navatejera",24193,987286000,987286012,113,PRIVADO NO BENÉFICO,PRIVADO NO BENÉFICO,GENERAL,,SI,NO
020147,HOSPITAL GENERAL DE VILLAROBLEDO,CASTILLA-LA MANCHA,ALBACETE,Villarrobledo,"Avenida Miguel de Cervantes, s/n",02600,967133000,967133002,114,COMUNIDAD AUTÓNOMA,SERVICIO DE SALUD DE CASTILLA-LA MANCHA-SESCAM,GENERAL,,NO,NO
120115,HOSPITAL COMARCAL DE VINAROS,COMUNIDAD VALENCIANA,CASTELLÓN,Vinaròs,"Av. Gil de Atrocillo, s/n",12500,964477000,964400736,152,COMUNIDAD AUTÓNOMA,CONSELLERIA DE SANIDAD. G. VALENCIANA,GENERAL,,NO,SI
460229,HOSPITAL LLUIS ALCANYÍS DE XATIVA,COMUNIDAD VALENCIANA,VALENCIA,Xàtiva,"Ctra. Xàtiva-Silla, km. 2",46800,962289300,962289354,267,SEGURIDAD SOCIAL,CONSELLERIA DE SANIDAD. G. VALENCIANA,GENERAL,,NO,SI
190061,U.R.R. DE ENFERMOS PSÍQUICOS ALCOHETE,CASTILLA-LA MANCHA,GUADALAJARA,Yebes,"Carretera de Guadalajara a Cuenca, km. 8.200",19141,949885680,949291001,165,COMUNIDAD AUTÓNOMA,COMUNIDAD AUTÓNOMA,PSIQUIATRICO,,NO,NO
300243,HOSPITAL VIRGEN DEL CASTILLO,REGIÓN DE MURCIA,MURCIA,Yecla,"Av. de la Feria, s/n",30510,968719800,968719806,96,SEGURIDAD SOCIAL,SERVICIO MURCIANO DE SALUD,GENERAL,,NO,SI
060208,HOSPITAL DE ZAFRA,EXTREMADURA,BADAJOZ,Zafra,"Crta. Badajoz-Granada, s/n",06300,924029200,942029320,0,COMUNIDAD AUTÓNOMA,SERVICIO EXTREMEÑO DE SALUD-SES,GENERAL,,NO,SI
060188,ZAFRA SALUD,EXTREMADURA,BADAJOZ,Zafra,"Ctra. de los Sántos, s/n",06300,924552755,924555388,15,PRIVADO NO BENÉFICO,PRIVADO NO BENÉFICO,GENERAL,,SI,NO
480268,RED DE SALUD MENTAL DE BIZKAIA (HOSPITAL DE ZALDIBAR),PAÍS VASCO,VIZCAYA,Zaldibar,"Av. de Bilbao, s/n",48250,946032800,946032819,111,COMUNIDAD AUTÓNOMA,SERVICIO VASCO DE SALUD-OSAKIDETZA,PSIQUIATRICO,,NO,SI
480274,RED DE SALUD MENTAL DE BIZKAIA (HOSPITAL DE ZAMUDIO),PAÍS VASCO,VIZCAYA,Zamudio,"Arteaga Auzoa, 45",48170,944006500,944006526,126,COMUNIDAD AUTÓNOMA,SERVICIO VASCO DE SALUD-OSAKIDETZA,PSIQUIATRICO,,NO,SI
200245,HOSPITAL DE ZUMARRAGA,PAÍS VASCO,GUIPÚZCOA,Zumarraga,"Barrio Argixao, s/n",20700,943035000,943035063,128,COMUNIDAD AUTÓNOMA,SERVICIO VASCO DE SALUD-OSAKIDETZA,GENERAL,,NO,SI
020019,COMPLEJO HOSPITALARIO UNIVERSITARIO DE ALBACETE,CASTILLA-LA MANCHA,ALBACETE,Albacete,"Hermanos Falcó, 37",02006,967597100,967243952,736,SEGURIDAD SOCIAL,SERVICIO DE SALUD DE CASTILLA-LA MANCHA-SESCAM,GENERAL,,NO,SI
020030,HOSPITAL GENERAL UNIVERSITARIO DE ALBACETE,CASTILLA-LA MANCHA,ALBACETE,Albacete,"Hermanos Falcó, 37",02006,967597100,967243952,0,SEGURIDAD SOCIAL,SERVICIO DE SALUD DE CASTILLA-LA MANCHA-SESCAM,GENERAL,,NO,SI
020061,CLÍNICA SANTA CRISTINA ALBACETE,CASTILLA-LA MANCHA,ALBACETE,Albacete,"Pérez Galdós, 7",02003,967223300,967507790,42,PRIVADO NO BENÉFICO,PRIVADO NO BENÉFICO,GENERAL,,SI,NO
020100,QUIRONSALUD HOSPITAL ALBACETE,CASTILLA-LA MANCHA,ALBACETE,Albacete,"Plaza del Madroño, 11",02008,967247100,967245183,65,PRIVADO NO BENÉFICO,PRIVADO NO BENÉFICO,GENERAL,,SI,NO
020117,HOSPITAL UNIVERSITARIO NUESTRA SEÑORA DEL PERPETUO SOCORRO,CASTILLA-LA MANCHA,ALBACETE,Albacete,"Seminario, 4",02006,967597799,967597711,0,SEGURIDAD SOCIAL,SERVICIO DE SALUD DE CASTILLA-LA MANCHA-SESCAM,GENERAL,,NO,SI
020158,CENTRO DE ATENCIÓN A LA SALUD MENTAL "LA MILAGROSA",CASTILLA-LA MANCHA,ALBACETE,Albacete,"Travesía de la Igualdad, s/n",02006,967192350,967248989,0,DIPUTACIÓN O CABILDO,SERVICIO DE SALUD DE CASTILLA-LA MANCHA-SESCAM,PSIQUIATRICO,,NO,SI
030226,VITHAS HOSPITAL MEDIMAR,COMUNIDAD VALENCIANA,ALICANTE,Alicante/Alacant,"Av. de Denia, 78",03016,965162200,965262177,66,PRIVADO NO BENÉFICO,PRIVADO NO BENÉFICO,GENERAL,,NO,NO
030232,HOSPITAL PSIQUIÁTRICO PENITENCIARIO,COMUNIDAD VALENCIANA,ALICANTE,Alicante/Alacant,"Polígono Pla de la Vallonga, s/n",03113,965102222,965101761,385,MINISTERIO DE INTERIOR,ADMINISTRACIÓN PENITENCIARIA,PSIQUIATRICO,,NO,NO
030015,HOSPITAL GENERAL UNIVERSITARIO DE ALICANTE,COMUNIDAD VALENCIANA,ALICANTE,Alicante/Alacant,"Av. Pintor Baeza, 12",03010,965933000,965245971,797,SEGURIDAD SOCIAL,CONSELLERIA DE SANIDAD. G. VALENCIANA,GENERAL,,NO,SI
030041,VITHAS HOSPITAL PERPETUO,COMUNIDAD VALENCIANA,ALICANTE,Alicante/Alacant,"Pza. Doctor Gómez Ulla, 15",03013,965201100,965144890,96,PRIVADO NO BENÉFICO,PRIVADO NO BENÉFICO,GENERAL,,SI,NO
040059,SANATORIO VIRGEN DEL MAR,ANDALUCÍA,ALMERÍA,Almería,"Ctra. del Mamí, km. 1",04009,950210100,950290625,76,PRIVADO NO BENÉFICO,PRIVADO NO BENÉFICO,GENERAL,,SI,NO
040127,HOSPITAL DE ALTA RESOLUCION EL TOYO,ANDALUCÍA,ALMERÍA,Almería,Camino de La Botica s/n. Retamar,04131,950158015,950158020,44,COMUNIDAD AUTÓNOMA,COMUNIDAD AUTÓNOMA,GENERAL,,NO,NO
040031,HOSPITAL CRUZ ROJA DE ALMERÍA,ANDALUCÍA,ALMERÍA,Almería,"Ctra. de Ronda, km. 196",04008,950017400,950017453,0,COMUNIDAD AUTÓNOMA,SERVICIO ANDALUZ DE SALUD,GENERAL,,NO,NO
040097,COMPLEJO HOSPITALARIO DE ESPECIALIDADES TORRECÁRDENAS,ANDALUCÍA,ALMERÍA,Almería,"Paraje de Torrecárdenas, s/n",04009,950016114,950016120,763,COMUNIDAD AUTÓNOMA,SERVICIO ANDALUZ DE SALUD,GENERAL,,NO,SI
040101,CLÍNICA MEDITERRÁNEO,ANDALUCÍA,ALMERÍA,Almería,"Nueva Musa, s/n",04007,950621063,950260894,89,PRIVADO NO BENÉFICO,PRIVADO NO BENÉFICO,GENERAL,,SI,NO
040010,HOSPITAL TORRECÁRDENAS,ANDALUCÍA,ALMERÍA,Almería,"Paraje de Torrecárdenas, s/n",04009,950016114,950016120,0,COMUNIDAD AUTÓNOMA,SERVICIO ANDALUZ DE SALUD,GENERAL,,NO,SI
082213,Centre d'Hospitalització i Hospital de Dia Trastorns de la Conducta,CATALUÑA,BARCELONA,Argentona,"CR Cirés, s/n",08310,937533006,937533288,40,PRIVADO NO BENÉFICO,PRIVADO NO BENÉFICO,PSIQUIATRICO,,NO,NO
050013,HOSPITAL NUESTRA SEÑORA DE SONSOLES,CASTILLA Y LEÓN,ÁVILA,Ávila,"Av. Juan Carlos I, s/n",05071,920358000,920358064,0,SEGURIDAD SOCIAL,SANIDAD CASTILLA Y LEÓN-SACYL,GENERAL,,NO,SI
050034,HOSPITAL PROVINCIAL DE ÁVILA,CASTILLA Y LEÓN,ÁVILA,Ávila,"Jesús del Gran Poder, 42",05003,920357200,920357203,0,COMUNIDAD AUTÓNOMA,SANIDAD CASTILLA Y LEÓN-SACYL,GENERAL,,NO,NO
050061,COMPLEJO ASISTENCIAL DE AVILA,CASTILLA Y LEÓN,ÁVILA,Ávila,"Avda. Juan Carlos I, s/n",05071,920358000,920358064,430,ENTIDADES PÚBLICAS,SANIDAD CASTILLA Y LEÓN-SACYL,GENERAL,,NO,SI
050049,CLÍNICA SANTA TERESA,CASTILLA Y LEÓN,ÁVILA,Ávila,"Av.Santa Cruz de Tenerife, 11",05005,920252525,920222342,33,PRIVADO NO BENÉFICO,PRIVADO NO BENÉFICO,GENERAL,,SI,NO
060016,COMPLEJO H. UNIVERSITARIO DE BADAJOZ,EXTREMADURA,BADAJOZ,Badajoz,"Av. de Elvas, s/n",06080,924218100,924218126,913,ENTIDADES PÚBLICAS,SERVICIO EXTREMEÑO DE SALUD-SES,GENERAL,,NO,SI
060021,HOSPITAL INFANTA CRISTINA,EXTREMADURA,BADAJOZ,Badajoz,"Av. de Elvas, s/n",06080,924218100,924218126,0,SEGURIDAD SOCIAL,SERVICIO EXTREMEÑO DE SALUD-SES,GENERAL,,NO,SI
060037,HOSPITAL MATERNO INFANTIL,EXTREMADURA,BADAJOZ,Badajoz,"La Violeta, 1",06010,924215000,924215054,0,ENTIDADES PÚBLICAS,SERVICIO EXTREMEÑO DE SALUD-SES,MATERNO-INFANTIL,,NO,SI
060172,Quironsalud CLIDEBA,EXTREMADURA,BADAJOZ,Badajoz,"Eladio Salinero de los Santos, 6",06011,924229050,924257859,74,PRIVADO NO BENÉFICO,PRIVADO NO BENÉFICO,GENERAL,,SI,NO
060220,HOSPITAL PERPETUO SOCORRO,EXTREMADURA,BADAJOZ,Badajoz,Av. Damián Téllez Lafuente s/n,06010,924215000,924215024,0,ENTIDADES PÚBLICAS,SERVICIO EXTREMEÑO DE SALUD-SES,GENERAL,,NO,SI
320034,HOSPITAL SANTO CRISTO DE PIÑOR (PSIQUIATRICO),GALICIA,OURENSE,Barbadás,"ESTRADA DE PIÑOR, S/N",32930,988385500,988385551,0,SEGURIDAD SOCIAL,SERVICIO GALLEGO DE SALUD-SERGAS,PSIQUIATRICO,,,NO
080386,Clínica Tres Torres,CATALUÑA,BARCELONA,Barcelona,"CR DOCTOR ROUX, 76",08017,932041300,932806488,64,PRIVADO NO BENÉFICO,PRIVADO NO BENÉFICO,GENERAL,,NO,NO
080370,Clínica Corachan,CATALUÑA,BARCELONA,Barcelona,"CR Buïgas, 19",08017,932545800,932801455,162,PRIVADO NO BENÉFICO,PRIVADO NO BENÉFICO,GENERAL,,NO,NO
080364,Capio Hospital Universitari Sagrat Cor,CATALUÑA,BARCELONA,Barcelona,"CR Viladomat, 288",08029,933221111,934948969,367,PRIVADO NO BENÉFICO,PRIVADO NO BENÉFICO,GENERAL,,,SI
080351,Hestia Palau,CATALUÑA,BARCELONA,Barcelona,"CR Sant Antoni Maria Claret, 135",08025,934501819,934358505,305,PRIVADO NO BENÉFICO,PRIVADO NO BENÉFICO,GERIATRIA Y/O LARGA ESTANCIA,,NO,NO
080348,Fundació Puigvert-IUNA,CATALUÑA,BARCELONA,Barcelona,"CR CARTAGENA, 340",08025,934169700,934169730,124,OTRO PRIVADO BENÉFICO,OTRO PRIVADO-BENÉFICO,OTROS MONOGRAFICOS,,,NO
080327,Hospital de Nens de Barcelona,CATALUÑA,BARCELONA,Barcelona,"CR Consell de Cent, 437",08009,932310512,932655017,18,OTRO PRIVADO BENÉFICO,OTRO PRIVADO-BENÉFICO,INFANTIL,,NO,NO
080312,Nou Hospital Evangèlic,CATALUÑA,BARCELONA,Barcelona,"CR CAMÈLIES, 15",08024,932859955,932194026,116,OTRO PRIVADO BENÉFICO,OTRO PRIVADO-BENÉFICO,GERIATRIA Y/O LARGA ESTANCIA,,NO,NO
082224,SARquavitae Bonanova,CATALUÑA,BARCELONA,Barcelona,"CR Calatrava, 83",08017,932534940,,28,PRIVADO NO BENÉFICO,PRIVADO NO BENÉFICO,GERIATRIA Y/O LARGA ESTANCIA,,NO,NO
082134,ITA MARESME,CATALUÑA,BARCELONA,Barcelona,"CR Cavallers, 37",08034,933621258,933621259,50,PRIVADO NO BENÉFICO,PRIVADO NO BENÉFICO,OTROS MONOGRAFICOS,,NO,NO
081964,Unitat Polivalent Salut Mental Barcelona-Nord,CATALUÑA,BARCELONA,Barcelona,"AV JORDÀ, 8",08035,934275250,934271078,52,PRIVADO-BENÉFICO (IGLESIA),PRIVADO-BENÉFICO (IGLESIA),PSIQUIATRICO,,NO,NO
081953,Mapfre Quavitae Barcelona,CATALUÑA,BARCELONA,Barcelona,"CR Sant Antoni Maria Claret, 200",08025,934579400,,38,PRIVADO NO BENÉFICO,PRIVADO NO BENÉFICO,GERIATRIA Y/O LARGA ESTANCIA,,NO,NO
081942,"Lepant Residencial QGG, SL",CATALUÑA,BARCELONA,Barcelona,"CR Lepant, 401-403",08025,934507438,,10,PRIVADO NO BENÉFICO,PRIVADO NO BENÉFICO,GERIATRIA Y/O LARGA ESTANCIA,,NO,NO
081830,Centre Sociosanitari Blauclínic Dolors Aleu,CATALUÑA,BARCELONA,Barcelona,"CR Marquès de Santa Anna, 9",08023,934343216,,174,ENTIDADES PÚBLICAS,PRIVADO NO BENÉFICO,GERIATRIA Y/O LARGA ESTANCIA,,NO,NO
081829,Centre Fòrum,CATALUÑA,BARCELONA,Barcelona,"CR LLULL, 410",08019,932483000,,223,ENTIDADES PÚBLICAS,OTROS PÚBLICOS,GERIATRIA Y/O LARGA ESTANCIA,,NO,NO
081818,Centre Residencial Amma Diagonal,CATALUÑA,BARCELONA,Barcelona,"CR Llacuna, 120-122",08018,933209630,,20,PRIVADO NO BENÉFICO,PRIVADO NO BENÉFICO,GERIATRIA Y/O LARGA ESTANCIA,,NO,NO
081762,Hestia Gràcia,CATALUÑA,BARCELONA,Barcelona,"CR Secretari Coloma, 95",08024,934170400,932110065,153,PRIVADO NO BENÉFICO,PRIVADO NO BENÉFICO,GERIATRIA Y/O LARGA ESTANCIA,,NO,NO
081751,Clínica Creu Blanca,CATALUÑA,BARCELONA,Barcelona,"PS Reina Elisenda de Montcada, 17",08034,932522522,932042187,51,PRIVADO NO BENÉFICO,PRIVADO NO BENÉFICO,GENERAL,,NO,NO
081740,SAR La Salut Josep Servat,CATALUÑA,BARCELONA,Barcelona,"CR Antequera, 8-18",08024,932857512,,56,PRIVADO NO BENÉFICO,PRIVADO NO BENÉFICO,GERIATRIA Y/O LARGA ESTANCIA,,NO,NO
081706,Centre Collserola Mutual,CATALUÑA,BARCELONA,Barcelona,"PS Vall d'Hebron, 157",08035,933613900,933613913,26,PRIVADO NO BENÉFICO,PRIVADO NO BENÉFICO,GERIATRIA Y/O LARGA ESTANCIA,,NO,NO
081672,Hospital Sanitas CIMA,CATALUÑA,BARCELONA,Barcelona,"PS Manuel Girona, 33",08034,935522700,935522749,83,PRIVADO NO BENÉFICO,PRIVADO NO BENÉFICO,GENERAL,,NO,NO
081649,Hospital Sociosanitari Pere Virgili,CATALUÑA,BARCELONA,Barcelona,"AV VALLCARCA, 169-205",08023,932594000,932594005,354,ENTIDADES PÚBLICAS,OTROS PÚBLICOS,GERIATRIA Y/O LARGA ESTANCIA,,NO,NO
082189,Centre Sociosanitari Isabel Roig,CATALUÑA,BARCELONA,Barcelona,"CR Fernando Pessoa, 47-51",08030,931780667,,251,COMUNIDAD AUTÓNOMA,PRIVADO NO BENÉFICO,GERIATRIA Y/O LARGA ESTANCIA,,NO,NO
082045,Centre Sociosanitari Stauros,CATALUÑA,BARCELONA,Barcelona,"PL Karl Marx, 1",08042,931171074,935157429,49,PRIVADO NO BENÉFICO,PRIVADO NO BENÉFICO,GERIATRIA Y/O LARGA ESTANCIA,,NO,NO
080155,Clínica MC Londres,CATALUÑA,BARCELONA,Barcelona,"CR LONDRES, 28-38",08029,934577200,,22,MATEP,MATEP,GENERAL,,NO,NO
082099,AMMA HORTA,CATALUÑA,BARCELONA,Barcelona,"AV Can Marcet, 11",08035,934280092,934278466,5,PRIVADO NO BENÉFICO,PRIVADO NO BENÉFICO,GERIATRIA Y/O LARGA ESTANCIA,,NO,NO
082156,Clínica Sant Antoni,CATALUÑA,BARCELONA,Barcelona,"CR Sant Eloi, 6-8",08038,932974010,,224,PRIVADO NO BENÉFICO,PRIVADO NO BENÉFICO,GERIATRIA Y/O LARGA ESTANCIA,,NO,NO
082145,Centre Sociosanitari del Centre Integral de Salut Cotxeres,CATALUÑA,BARCELONA,Barcelona,"AV Borbó, 18-30",08016,932438991,932438992,205,COMUNIDAD AUTÓNOMA,PRIVADO NO BENÉFICO,GERIATRIA Y/O LARGA ESTANCIA,,NO,NO
080291,Hospital de la Santa Creu i Sant Pau,CATALUÑA,BARCELONA,Barcelona,"CR Sant Quintí, 89",08041,935537160,932919427,644,OTRO PRIVADO BENÉFICO,OTRO PRIVADO-BENÉFICO,GENERAL,,,SI
080266,Clínica Solarium,CATALUÑA,BARCELONA,Barcelona,"CR Ticià, 21",08035,934172007,934177006,44,PRIVADO-BENÉFICO (IGLESIA),PRIVADO NO BENÉFICO,GERIATRIA Y/O LARGA ESTANCIA,,NO,NO
080253,Hospital Mare de Déu de la Mercè,CATALUÑA,BARCELONA,Barcelona,"PS UNIVERSAL, 34",08042,934275250,934271078,113,PRIVADO-BENÉFICO (IGLESIA),PRIVADO-BENÉFICO (IGLESIA),PSIQUIATRICO,,NO,NO
080235,Clínica Sagrada Família,CATALUÑA,BARCELONA,Barcelona,"CR TORRAS I PUJALT, 1",08022,932122300,932124050,150,PRIVADO NO BENÉFICO,PRIVADO NO BENÉFICO,GENERAL,,NO,NO
080229,Clínica Nostra Senyora del Remei,CATALUÑA,BARCELONA,Barcelona,"CR ESCORIAL, 148",08024,932850010,932191083,134,PRIVADO-BENÉFICO (IGLESIA),PRIVADO-BENÉFICO (IGLESIA),GENERAL,,NO,NO
080214,Hospital Sant Rafael,CATALUÑA,BARCELONA,Barcelona,"PS VALL D'HEBRON, 107",08035,932112508,934188448,213,PRIVADO-BENÉFICO (IGLESIA),PRIVADO-BENÉFICO (IGLESIA),GENERAL,,,NO
080180,Clínica del Pilar,CATALUÑA,BARCELONA,Barcelona,"CR Balmes, 271",08006,932360500,932360502,186,PRIVADO NO BENÉFICO,PRIVADO NO BENÉFICO,GENERAL,,NO,NO
080174,Hospital Dos de Maig,CATALUÑA,BARCELONA,Barcelona,"CR DOS DE MAIG, 301",08025,935072700,934369026,229,PRIVADO-BENÉFICO (CRUZ ROJA),OTROS PÚBLICOS,GENERAL,,,SI
080168,MAZ - Clínica Sant Honorat,CATALUÑA,BARCELONA,Barcelona,"AV TIBIDABO, 20",08022,932127000,934186478,14,MATEP,MATEP,GENERAL,,NO,NO
080142,Clínica MC Copèrnic,CATALUÑA,BARCELONA,Barcelona,"CR Copèrnic, 58",08006,934141992,932000694,60,MATEP,MATEP,GENERAL,,NO,NO
080116,"Fremap, Hospital de Barcelona",CATALUÑA,BARCELONA,Barcelona,"CR MADRAZO, 8",08006,934169100,934160214,62,MATEP,MATEP,GENERAL,,NO,NO
080109,Hospital Clínic de Barcelona,CATALUÑA,BARCELONA,Barcelona,"CR Villarroel, 170",08036,932275400,932275454,844,COMUNIDAD AUTÓNOMA,OTROS PÚBLICOS,GENERAL,,,SI
081931,Centre Sociosanitari Sant Jordi de la Vall d'Hebron,CATALUÑA,BARCELONA,Barcelona,"PS Vall d'Hebron, 135-141",08035,934280000,934284017,57,OTRO PRIVADO BENÉFICO,PRIVADO NO BENÉFICO,GERIATRIA Y/O LARGA ESTANCIA,,NO,NO
081920,Centre Integral de Serveis en Salut Mental Comunitària,CATALUÑA,BARCELONA,Barcelona,"CR Verntallat, 11-19",08024,932184908,934151375,25,PRIVADO NO BENÉFICO,PRIVADO NO BENÉFICO,PSIQUIATRICO,,NO,NO
080060,Hospital de l'Esperança,CATALUÑA,BARCELONA,Barcelona,"AV SANT JOSEP DE LA MUNTANYA, 12",08024,933674100,932190003,161,MUNICIPIO,OTROS PÚBLICOS,GENERAL,,,SI
080057,Hospital del Mar,CATALUÑA,BARCELONA,Barcelona,"PS Marítim de la Barceloneta, 25",08003,932483000,932483254,470,MUNICIPIO,OTROS PÚBLICOS,GENERAL,,,SI
080044,"Hospital Clínic de Barcelona, seu Sabino de Arana",CATALUÑA,BARCELONA,Barcelona,"CR SABINO DE ARANA, 1",08028,932275600,932275605,130,DIPUTACIÓN O CABILDO,OTROS PÚBLICOS,MATERNO-INFANTIL,,,NO
080641,Clínica Planas,CATALUÑA,BARCELONA,Barcelona,"CR PERE II DE MONTCADA, 16",08034,932032812,932057018,26,PRIVADO NO BENÉFICO,PRIVADO NO BENÉFICO,QUIRURGICO,,NO,NO
080581,Clínica Barceloneta,CATALUÑA,BARCELONA,Barcelona,"CR PESCADORS, 88",08003,932214700,932214716,150,PRIVADO NO BENÉFICO,PRIVADO NO BENÉFICO,GERIATRIA Y/O LARGA ESTANCIA,,NO,NO
080575,Clínica Coroleu - SSR Hestia,CATALUÑA,BARCELONA,Barcelona,"CR COROLEU, 50",08030,931165500,933112005,74,PRIVADO NO BENÉFICO,PRIVADO NO BENÉFICO,PSIQUIATRICO,,NO,NO
080556,"Serveis Clínics, S.A.",CATALUÑA,BARCELONA,Barcelona,"CR GARCIA MARIÑO, 4",08022,934174602,934189172,50,PRIVADO NO BENÉFICO,PRIVADO NO BENÉFICO,GERIATRIA Y/O LARGA ESTANCIA,,NO,NO
080538,Centre d'Oftalmologia Barraquer,CATALUÑA,BARCELONA,Barcelona,"CR Muntaner, 314",08021,932095311,932002469,70,PRIVADO NO BENÉFICO,PRIVADO NO BENÉFICO,OFTALMICO U ORL,,NO,NO
080497,Policlínica Barcelona,CATALUÑA,BARCELONA,Barcelona,"CR GUILLEM TELL, 4",08006,934161616,932184448,28,PRIVADO NO BENÉFICO,PRIVADO NO BENÉFICO,GENERAL,,NO,NO
080484,Hospital de Barcelona,CATALUÑA,BARCELONA,Barcelona,"AV DIAGONAL, 656",08034,932542400,932542402,350,PRIVADO NO BENÉFICO,PRIVADO NO BENÉFICO,GENERAL,,NO,NO
080478,Centro Médico Teknon,CATALUÑA,BARCELONA,Barcelona,"CR  VILANA, 12",08022,932906200,932112690,285,PRIVADO NO BENÉFICO,PRIVADO NO BENÉFICO,GENERAL,,NO,NO
080446,Hospital Universitari Quirón Dexeus,CATALUÑA,BARCELONA,Barcelona,"CR Sabino de  Arana, 5-19",08028,932274747,932111654,170,PRIVADO NO BENÉFICO,PRIVADO NO BENÉFICO,GENERAL,,NO,NO
081874,Clínica Galatea,CATALUÑA,BARCELONA,Barcelona,"CR PALAFOLLS, 15-19",08017,932057267,,22,PRIVADO NO BENÉFICO,PRIVADO NO BENÉFICO,PSIQUIATRICO,,NO,NO
081593,Parc Sanitari Sant Joan de Déu - Numància,CATALUÑA,BARCELONA,Barcelona,"CR Numància, 7-13",08029,933249600,933249603,159,OTRO PRIVADO BENÉFICO,OTRO PRIVADO-BENÉFICO,PSIQUIATRICO,,NO,NO
081574,CLíNICA LLúRIA,CATALUÑA,BARCELONA,Barcelona,"PG MERCADER, 14",08008,934882142,934878894,40,PRIVADO NO BENÉFICO,PRIVADO NO BENÉFICO,PSIQUIATRICO,,NO,NO
081509,U. Hospitalària Penitenciària d'Homes,CATALUÑA,BARCELONA,Barcelona,"CR ENTENçA, 155",08029,934108796,932140156,80,COMUNIDAD AUTÓNOMA,COMUNIDAD AUTÓNOMA,GENERAL,,NO,NO
081496,REGINA SAR,CATALUÑA,BARCELONA,Barcelona,"CR MARE DE DÉU DEL COLL, 22",08023,932848635,932846051,12,PRIVADO NO BENÉFICO,PRIVADO NO BENÉFICO,GERIATRIA Y/O LARGA ESTANCIA,,NO,NO
081379,Hospital Sociosanitari Mutuam Güell,CATALUÑA,BARCELONA,Barcelona,"CR MARE DE DÉU DE LA SALUT, 49",08024,932133400,932102320,165,PRIVADO NO BENÉFICO,PRIVADO NO BENÉFICO,GERIATRIA Y/O LARGA ESTANCIA,,NO,NO
081347,Hospital Universitari Vall d'Hebron,CATALUÑA,BARCELONA,Barcelona,"PS Vall d'Hebron, 119-129",08035,934894524,934894401,1251,SEGURIDAD SOCIAL,INSTITUTO CATALÁN DE LA SALUD,GENERAL,,,SI
080431,Hospital Plató,CATALUÑA,BARCELONA,Barcelona,"CR Plató, 21",08006,933069900,932005154,168,PRIVADO NO BENÉFICO,OTRO PRIVADO-BENÉFICO,GENERAL,,,NO
080410,Centre Mèdic Sant Jordi de Sant Andreu,CATALUÑA,BARCELONA,Barcelona,"PL Estació, 12",08030,933451604,932740496,57,PRIVADO NO BENÉFICO,PRIVADO NO BENÉFICO,GENERAL,,NO,NO
080403,Centre Mèdic Delfos,CATALUÑA,BARCELONA,Barcelona,"AV VALLCARCA, 151",08023,932545000,934340675,264,PRIVADO NO BENÉFICO,PRIVADO NO BENÉFICO,GENERAL,,NO,NO
080399,Hospital Quirón Salud Barcelona,CATALUÑA,BARCELONA,Barcelona,"PL Alfons Comín, 7-8",08023,932850000,932107561,192,PRIVADO NO BENÉFICO,PRIVADO NO BENÉFICO,GENERAL,,NO,NO
320126,HOSPITAL DE VALDEORRAS,GALICIA,OURENSE,"Barco de Valdeorras, O","CONDE DE FENOSA, 50",32300,988339000,988339064,100,SEGURIDAD SOCIAL,SERVICIO GALLEGO DE SALUD-SERGAS,GENERAL,,NO,NO
480316,CLÍNICA IMQ  ZORROTZAURRE,PAÍS VASCO,VIZCAYA,Bilbao,"Ballets Olaeta, 4",48014,944755000,944479297,175,PRIVADO NO BENÉFICO,PRIVADO NO BENÉFICO,GENERAL,,NO,NO
480010,HOSPITAL SANTA MARINA,PAÍS VASCO,VIZCAYA,Bilbao,"Ctra. Santa Marina, 41",48004,944006900,944006926,245,COMUNIDAD AUTÓNOMA,SERVICIO VASCO DE SALUD-OSAKIDETZA,GERIATRIA Y/O LARGA ESTANCIA,,NO,NO
480025,HOSPITAL INTERMUTUAL DE EUSKADI,PAÍS VASCO,VIZCAYA,Bilbao,"Fontecha y Salazar, 6",48007,944132380,944466767,44,MATEP,MATEP,GENERAL,,NO,NO
480031,CLÍNICA ERCILLA MUTUALIA,PAÍS VASCO,VIZCAYA,Bilbao,"Ercilla, 10",48009,944252500,944252534,23,MATEP,MATEP,TRAUMATOLOGIA Y/O REHABILITACION,,SI,NO
480046,HOSPITAL CRUZ ROJA DE BILBAO,PAÍS VASCO,VIZCAYA,Bilbao,"Alameda de Urquijo, 65",48013,944434792,944223771,68,PRIVADO-BENÉFICO (CRUZ ROJA),PRIVADO-BENÉFICO (CRUZ ROJA),GENERAL,,SI,NO
